Read new prefs: /home/juan/.config/blender/2.76/config/userpref.blend
read blend: /home/juan/Documents/William/William.blend
Dependency cycle detected:
  Plane.001 depends on Cube.001 through Cloth Collision.
  Cube.001 depends on Plane.001 through Field Collision.

Fra:0 Mem:103.90M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane.003
Fra:0 Mem:103.90M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane.002
Fra:0 Mem:103.90M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp.002
Fra:0 Mem:103.90M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp.001
Fra:0 Mem:103.90M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane
Fra:0 Mem:103.91M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Text
Fra:0 Mem:111.42M (0.00M, Peak 371.19M) | Time:00:00.29 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane.001
Fra:0 Mem:113.71M (0.00M, Peak 371.19M) | Time:00:00.30 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Cube.001
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.80 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Camera
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.80 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Initializing
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.80 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Loading render kernels (may take a few minutes the first time)
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.81 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Waiting for render to start
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.81 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Scene
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.81 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Shaders
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.99 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Background
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.99 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Camera
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.99 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.99 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects | Copying Transformations to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.00 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects | Applying Static Transformations
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.00 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Meshes Flags
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.00 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Meshes
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.01 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Mesh | Computing normals
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.02 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Mesh | Copying Mesh to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.02 | Mem:11.52M, Peak:11.52M | Scene, RenderLayer | Updating Mesh | Computing attributes
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.03 | Mem:11.52M, Peak:11.52M | Scene, RenderLayer | Updating Mesh | Copying Attributes to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.03 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Building
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.03 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Building BVH
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.30 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Packing BVH triangles and strands
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.32 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Packing BVH nodes
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.35 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Copying BVH to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.36 | Mem:52.74M, Peak:52.74M | Scene, RenderLayer | Updating Objects Flags
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.36 | Mem:52.74M, Peak:52.74M | Scene, RenderLayer | Updating Images
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.36 | Mem:52.74M, Peak:52.74M | Scene, RenderLayer | Updating Images | Loading wood_texture.jpg
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.38M, Peak:55.38M | Scene, RenderLayer | Updating Camera Volume
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.38M, Peak:55.38M | Scene, RenderLayer | Updating Hair Systems
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.38M, Peak:55.38M | Scene, RenderLayer | Updating Hair settings | Copying Hair settings to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.38M, Peak:55.38M | Scene, RenderLayer | Updating Lookup Tables
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Lights
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Lights | Computing distribution
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Particle Systems
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Particle Systems | Copying Particles to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Film
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Integrator
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.65M, Peak:55.65M | Scene, RenderLayer | Updating Lookup Tables
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.65M, Peak:55.65M | Scene, RenderLayer | Updating Baking
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.65M, Peak:55.65M | Scene, RenderLayer | Updating Device | Writing constant memory
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:01:47.66 | Remaining:03:19.87 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 28/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:01:48.86 | Remaining:03:18.50 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 34/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:01:50.00 | Remaining:03:16.91 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 40/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:01:51.17 | Remaining:03:15.45 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 46/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:01:52.34 | Remaining:03:14.00 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 52/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:01:53.37 | Remaining:03:13.00 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 57/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:01:54.58 | Remaining:03:11.69 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 63/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:01:55.62 | Remaining:03:10.74 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 68/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:01:56.66 | Remaining:03:09.78 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 73/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:01:57.75 | Remaining:03:08.95 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 78/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:01:58.78 | Remaining:03:07.97 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 83/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:01:59.83 | Remaining:03:07.02 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 88/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:00.89 | Remaining:03:06.10 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 93/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:01.95 | Remaining:03:05.17 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 98/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:02.39 | Remaining:03:04.84 | Mem:98.17M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 100/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:02.39 | Remaining:03:04.85 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 0/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:03.06 | Remaining:03:02.79 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 5/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:04.16 | Remaining:02:59.62 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 13/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:05.25 | Remaining:02:56.56 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 21/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:06.29 | Remaining:02:53.44 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 29/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:07.36 | Remaining:02:50.51 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 37/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:08.41 | Remaining:02:47.61 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 45/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:09.50 | Remaining:02:44.90 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 53/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:10.63 | Remaining:02:42.34 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 61/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:11.63 | Remaining:02:40.21 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 68/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:12.67 | Remaining:02:38.17 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 75/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:13.68 | Remaining:02:36.11 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 82/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:14.70 | Remaining:02:34.13 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 89/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:15.75 | Remaining:02:32.22 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 96/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:16.33 | Remaining:02:31.12 | Mem:98.17M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 100/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:16.33 | Remaining:02:31.12 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 0/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:16.85 | Remaining:02:29.89 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 4/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:17.93 | Remaining:02:27.57 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 12/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:19.02 | Remaining:02:25.31 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 20/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:20.10 | Remaining:02:23.09 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 28/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:21.14 | Remaining:02:20.82 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 36/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:22.16 | Remaining:02:18.57 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 44/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:23.19 | Remaining:02:16.87 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 51/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:24.20 | Remaining:02:15.16 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 58/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:25.23 | Remaining:02:13.49 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 65/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:26.34 | Remaining:02:11.51 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 73/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:27.41 | Remaining:02:09.51 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 81/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:28.53 | Remaining:02:07.15 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 90/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:29.62 | Remaining:02:05.24 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 98/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:29.92 | Remaining:02:04.80 | Mem:98.17M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 100/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:29.92 | Remaining:02:04.81 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 0/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:30.72 | Remaining:02:03.78 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 5/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:31.85 | Remaining:02:02.38 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 12/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:32.97 | Remaining:02:00.98 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 19/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:34.09 | Remaining:01:59.58 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 26/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:35.22 | Remaining:01:58.19 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 33/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:36.30 | Remaining:01:56.75 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 40/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:37.41 | Remaining:01:55.36 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 47/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:38.44 | Remaining:01:54.27 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 53/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:39.45 | Remaining:01:53.15 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 59/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:40.46 | Remaining:01:52.03 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 65/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:41.57 | Remaining:01:50.66 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 72/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:42.68 | Remaining:01:49.30 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 79/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:43.72 | Remaining:01:47.87 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 86/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:44.79 | Remaining:01:46.47 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 93/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:45.94 | Remaining:01:45.16 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 100/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:45.95 | Remaining:01:45.17 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 0/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:47.06 | Remaining:01:44.18 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 6/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:48.12 | Remaining:01:43.13 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 12/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:49.22 | Remaining:01:42.13 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 18/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:50.26 | Remaining:01:41.06 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 24/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:51.33 | Remaining:01:40.02 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 30/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:52.45 | Remaining:01:39.03 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 36/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:53.50 | Remaining:01:37.97 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 42/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:54.56 | Remaining:01:36.93 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 48/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:55.71 | Remaining:01:35.95 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 54/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:56.85 | Remaining:01:34.97 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 60/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:58.02 | Remaining:01:34.00 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 66/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:02:59.18 | Remaining:01:33.03 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 72/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:00.35 | Remaining:01:32.06 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 78/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:01.47 | Remaining:01:31.05 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 84/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:02.52 | Remaining:01:29.98 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 90/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:03.69 | Remaining:01:29.01 | Mem:100.42M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 96/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:04.48 | Remaining:01:28.36 | Mem:98.17M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 100/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:04.48 | Remaining:01:28.36 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 0/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:04.83 | Remaining:01:28.00 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 2/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:05.91 | Remaining:01:26.95 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 8/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:06.96 | Remaining:01:25.89 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 14/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:08.03 | Remaining:01:24.84 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 20/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:09.22 | Remaining:01:23.57 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 27/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:10.25 | Remaining:01:22.49 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 33/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:11.32 | Remaining:01:21.43 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 39/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:12.36 | Remaining:01:20.36 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 45/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:13.48 | Remaining:01:19.34 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 51/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:14.60 | Remaining:01:18.31 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 57/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:15.74 | Remaining:01:17.30 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 63/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:16.83 | Remaining:01:16.25 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 69/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:17.93 | Remaining:01:15.21 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 75/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:18.96 | Remaining:01:14.13 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 81/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:19.99 | Remaining:01:13.05 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 87/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:21.07 | Remaining:01:12.00 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 93/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:22.15 | Remaining:01:10.95 | Mem:99.86M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 99/100
Fra:78 Mem:307.33M (0.00M, Peak 464.53M) | Time:03:22.34 | Remaining:01:10.78 | Mem:98.17M, Peak:100.42M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 100/100
